,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool,flatten,fc1,fc2
0,-0.820544992505669,-1.5930315844160783,0.4101043828462944,-0.24413062809975422,-0.5773511341948723,-0.6666667522570432,-0.6516575415965727,-0.11168255407607112,-0.09616673312985739,-0.22473171281524995,-0.4673047680164082,-0.44610173665454816,-0.40518085226026285,-0.6092121604874311,-0.49318235862053694,0.040438441121541824,0.283562349183586,0.15881363660268777,0.2914578112863819,-0.06325751059312446,-0.3887131121885207,-0.524436416057952
1,0.7611244758779019,-0.698677456191722,-0.006912106608171441,-0.24413128245771412,-0.5773507267881188,-0.6666666649991221,-0.6516575345618997,0.029273687461616526,0.027328125649072797,0.06270782414429261,0.029411388340281324,0.024229476179626477,-0.3108238644474064,-0.6911719041630725,-0.7269745929187763,-0.10823490867005546,-0.09847721203110883,-0.13720010947593497,-0.041272405853094364,-0.08537180239671932,-0.3620526212319152,-0.3997343013835522
2,-0.24787085931379027,-0.504100970061893,-0.8398496857771187,-0.7992356233967981,-0.5773501542600044,-0.6666666187924881,-0.6516575254143789,-0.5631811657213783,-0.5477014968905857,-0.5114518492680286,-0.5030361498922126,0.9740694493707002,1.525304040433187,0.9708442838122398,1.284249255349787,1.225384709264844,1.7020333190089791,0.5810314138947735,0.8734374781553625,0.19626618852094344,-0.058711874437178097,0.039473615656693224
3,0.6911186632871102,0.926220998819558,-0.8398356491940713,-0.7992316620420453,-0.5773493578971345,-0.6666666774576494,-0.6516575219626177,-0.5573894217778956,-0.525226603993692,-0.5124135537863318,-0.4921690968606714,0.8531606900704418,1.3802962509575871,2.5260977942779186,2.909948331867946,2.0366743019292457,2.9366801442021337,0.37238150407968973,0.6917307447429268,0.16043855788459813,-0.18844022156695736,-0.28633516961280736
4,-0.5768934357709313,-0.45544057198904747,-0.8398389703768406,-0.7992324193065593,-0.5773505900173111,-0.6666667110502063,-0.6516575307446855,-0.5120210542930295,-0.5283361390658159,-0.5190309461307071,-0.4893241090110864,0.06506326197311008,0.26288892346363046,0.21571066876779532,0.28899922677719425,0.559573368415167,0.9789707638353911,-0.05733820098635117,0.18726850154265887,-0.2842447248849704,-0.42983613819684696,-0.6973503448702533
5,-1.0539647290971568,-0.46465215575761415,-0.8398553900738951,-0.7992357698393836,-0.5773506610874833,-0.666666666728881,-0.6516575276962258,-0.5631811041609798,-0.5432900122261384,-0.5124135173067692,-0.49414756694156287,1.3498502054742643,1.8008520697910164,1.6297067391363051,1.8691669293819786,2.146208666207649,2.5860162913622564,0.26256508069521023,0.6787415935654021,0.003749241942690781,-0.28145149419221205,-0.3482335740793387
6,-0.7814228446686459,0.3060545899590001,0.253739926621235,-0.24413130165619906,-0.577349060897154,-0.6666666797201215,-0.6516575297863733,-0.1489432124006849,-0.22876421605387542,-0.18085748753994296,-0.16191057845200596,-0.46301169640500783,-0.9188331800384866,-0.6274683738089528,-0.4623442477730796,-0.6038252824541537,-0.48409761051873407,-0.04992716674835919,0.051373728747951625,-0.12518557720259715,-0.5406017172129584,-0.6336864429437994
7,-0.5617009687385568,-0.5231923986883275,-0.7639992077707436,-0.7166186742844097,-0.5773505652713077,-0.6666666714832575,-0.6516575250996353,-0.339661212953093,-0.25638857882580374,-0.22118596058766074,-0.1898887859366693,-0.22735007880132863,0.2835805867071521,0.19862884154588561,0.13114422756891245,0.1873155130046437,0.24694053044002762,0.05266195472632109,0.14114815318179463,0.018515642417479692,-0.3903576368154165,-0.49112520490011485
8,-0.085957699057092,1.181031929270971,-0.8398488823138396,-0.7992319283664784,-0.5773493105344089,-0.6666666527628992,-0.6516575243550732,-0.5573893620116114,-0.5240251560367949,-0.5190308588756539,-0.48923147460876115,0.690391267763377,0.6573277479560242,0.8377295893051006,0.733709945999267,0.5922690992823672,1.3301442707265216,0.09316631824281964,0.3658434381993641,-0.05098531609542213,-0.2874773853323947,-0.3440408746503321
9,1.197739656232683,0.9720065170872013,-0.7565271207901347,-0.33796540508094164,-0.5773504896597716,-0.6666666502142683,-0.6516575309360784,0.02003710045881835,-0.45677432978145294,-0.402610316378821,-0.45808917239651725,0.3313998200405612,0.1770900919197321,-0.14739341886173776,-0.21993121313594596,-0.26495388561356026,0.3394963579304248,-0.6775713817036231,-0.6092074506042129,-0.44007004975047415,-0.42052215885709254,-0.5254948634613096
