rate,input_1,conv1_1,conv1_2,pool1,conv2_1,conv2_2,pool2,conv3_1,conv3_2,conv3_3,pool3,conv4_1,conv4_2,conv4_3,pool4,conv5_1,conv5_2,conv5_3,pool5,flatten,fc6_relu,fc7_relu
2.3333333333,2.09851126941826,0.502176295240769,-0.243658979641985,0.323823509898969,-0.840461779807589,1.49275766908302,1.40448546263527,0.729611295135542,0.83712170531384,0.375013491745953,0.349974285816067,-0.234169960078945,0.238144995738161,-0.774417953629821,-0.675737186524966,0.929407956759099,-0.560444157182024,-1.25827268897621,-1.02842084906785,-1.02842084906785,1.66711520783988,1.31892307921997
3.4333333333,-0.916655105036211,-0.641944657892322,0.697171751418271,0.698534114361684,-0.470762350654759,0.355111554533532,0.636997417857999,-0.450700022316543,-0.059251736529185,-0.0389454873047322,0.0637883719695936,-0.56709610931897,0.350491317670546,0.083395399439887,-0.310391426398466,0.166648040406021,0.135546152320134,-0.817597653804014,-1.21258820798193,-1.21258820798193,2.35060672468953,-0.22294646157908
2.9,-0.146659882387568,0.246461970650991,1.60254342283472,1.49342268419725,0.121103219728093,0.818253144843223,0.717570009353182,0.447063174707468,-0.203560842499327,0.380281604166987,0.437995748439919,-1.83376249339976,0.460475479240221,0.148787742219117,0.272942269328655,0.0355535832943978,-0.146074221320746,-0.086935815505428,-0.248447790731577,-0.248447790731577,1.25395666868057,-2.40512621828222
3.9666666667,0.595130673351968,0.0453528514119932,-0.30354622047585,-0.309762770061709,0.0910991739619587,0.0212828122061106,0.196050631675363,0.105363222704339,-0.318731913830865,0.159397769338646,0.226315407777003,-0.512194543547267,0.0171677270095586,0.398286258051514,0.315732297975946,0.468263365845571,0.493679276225683,-0.585170181730952,-0.476196122301145,-0.476196122301145,-0.553763820775903,0.24593291530894
3.7333333333,-1.26948665472048,0.798053633707546,-0.395367327028281,-0.197964331754542,0.725564075559881,0.625372663876176,0.739788161629635,0.855480422337264,0.358362522150816,-0.291502168825116,-0.231992973496556,0.296287258184916,-1.7064336607971,-0.549127229525138,-0.762653416648458,-0.925601561965414,-1.74374269278567,-1.85892091333475,-1.73517598423586,-1.73517598423586,1.48989081639753,0.670935645626
2.6166666667,1.2273698088158,1.2618369760659,0.73983262639176,0.789602814230871,3.57172665610829,1.36126730891552,0.919239486182247,2.09904894085586,1.0764258707729,-1.20820225274352,-1.27264492979145,1.72685460109827,-1.67942278828356,-1.37142411408643,-1.56602122241234,-0.318891965104793,-1.68179077775804,-0.228821979549368,-0.381164738357302,-0.381164738357302,-1.83111356857365,0.991739715217214
2.8666666667,-0.0233756035406453,-0.180425926867482,-1.17259531770823,-1.57478897787985,1.01448025713737,-0.802780110630138,-1.10686831900361,1.24118663500831,-0.205812242796834,-1.01696002928673,-1.02674184510902,0.550252446817326,-0.55196650756568,-1.45251409977113,-1.0434916001525,0.483226202209497,-1.08028305303809,0.821856967404981,0.480687159500293,0.480687159500293,0.251651552650935,-0.730945680748726
3.3,0.183563293002885,-0.840958114266582,-0.500597684902431,-1.00998288349045,-0.587537063636695,-1.16397333977722,-1.15865973921167,-0.80311255741044,-1.42079888721849,-0.451423771024104,-0.359071790569328,-0.954185466749041,-0.498794200582045,0.059396804033354,0.281040054479214,1.17439337321208,0.000234684373265626,-1.01255893006304,-0.698141785520794,-0.698141785520794,-1.08540637292213,1.1586522037058
2.2166666667,0.130699449872569,-1.16369766194685,1.32057741902987,1.01824080303274,-0.0413926851892013,0.264998429758674,0.321173405756087,0.381839260601724,0.317252031179919,0.155231589551497,0.210240147300013,-0.432951504712563,-0.137534558838479,-0.214313144361864,-0.199325866595931,-0.419262579549368,-0.0557645984317098,0.864121642323299,0.709450348430809,0.709450348430809,0.70876395529644,-0.966494957566355
3.45,-0.687780853769903,0.458522006335705,-0.744400935117804,-1.4048761207585,-1.44954862810326,-1.9718247277457,-1.90578426929393,-1.32273815344137,-3.09205122763047,0.264031981127623,0.146781300281123,-3.54985355640976,0.212686847504489,0.0266207314817514,0.25907691955847,-0.769985776937376,-0.336364270021951,0.233751464029224,0.382234689910492,0.382234689910492,-1.91113221055266,-0.519237018255902
2.7,0.992522098945986,0.646448991764157,-0.177844913954514,0.496117786580292,-0.852057040805579,0.912300176015094,1.14881938426009,-0.538041038501517,0.387755338616418,0.935868251463883,0.952349565234074,-0.571667058140704,0.121455926975019,1.39850162526248,1.26940649376575,-0.461568804338665,0.701863102388747,0.893666915371953,1.00720558622474,1.00720558622474,-2.28316294059178,0.135890591755626
2.7833333333,1.24139533666729,1.05297478154236,-1.0968930265131,-0.754336799680746,-0.185331937577027,0.372775303414898,-0.000508526164496305,0.15763542687882,-0.449486299893989,-0.249182422605184,-0.308748666023785,-2.08073425571533,-0.683866523037811,0.352131875963077,0.301234513141365,0.977853705405184,0.701044986197924,-0.435262357851901,-0.445736683649715,-0.445736683649715,-0.817293176552272,0.322970046998677
3.8666666667,-0.173803080230528,0.928775108134795,-0.606347931284211,-0.505781092935651,1.67084949563014,0.395647473374606,0.0889164934408821,1.02263690670841,0.0543451103351771,-1.13634457806262,-1.2097876608922,0.955402328057364,-2.06386222842234,-1.10407415861934,-1.49400501241492,-0.0773854603991447,-1.60219025080673,-2.13348579215947,-2.45717118522348,-2.45717118522348,1.19076664513977,-0.106192995231069
2.35,0.362788995106212,0.0650485637474068,1.19689377008804,1.19478066060672,-0.722720366549253,1.12641410369399,1.12890913095728,-0.298408762571687,0.883985946323774,1.00291785416838,0.986303524728873,-0.511181014757767,1.73214905122389,-0.406743813983529,0.0255726215879179,1.42627591595605,0.421562630596357,-0.293103757673244,-0.245264994140389,-0.245264994140389,1.0440629469015,1.14523199934905
2.5833333333,0.291669661323311,0.615421346946727,0.679858744420137,0.829622234318012,0.564456965532342,1.09576259237414,1.08888550395908,0.287232381356618,0.914791188962834,0.507025422690436,0.561453043514848,-0.0822456338941261,0.0931465460125658,0.235447750619535,0.167373451718975,-0.0293998533851492,0.848456514652928,0.516142437222117,0.539597451016906,0.539597451016906,-1.13732160935593,0.210324495450229
3.1,0.735348178117976,-1.25977185787813,-0.575169389833355,-1.14664403092816,0.368378281017803,-0.704911094894914,-0.891107902113148,-0.112254600660495,-0.476673069491118,-1.31086950632003,-1.21719831425254,0.581951476483965,-0.865174832845829,-1.11622972400241,-1.28731852636796,1.77327333891469,-1.79926194000089,-1.10437234047808,-1.35344049332111,-1.35344049332111,-0.765730623829606,0.0965980515638975
2.7666666667,-0.592242911545565,1.30995196373688,-1.07419066565133,-0.928684058305008,-0.464392478877941,-0.547758944777267,-0.350035532118711,-0.272179269373001,-0.362914372882731,-0.441480141764763,-0.317282142140927,-0.275394573694163,-0.309640307772103,-0.375839191393289,-0.528224015857535,0.561151038687157,-0.459025993926181,-0.944277791797201,-1.03779733010151,-1.03779733010151,0.177704416409918,1.10665550863714
