rate,input_1,conv1_1,conv1_2,pool1,conv2_1,conv2_2,pool2,conv3_1,conv3_2,conv3_3,pool3,conv4_1,conv4_2,conv4_3,pool4,conv5_1,conv5_2,conv5_3,pool5,flatten,fc6_relu,fc7_relu
4.1166666667,-1.4286583308743,0.306280163043938,-1.24130815189151,-2.13895423216164,1.42481431073796,-1.11644157896323,-1.41001364774586,0.206360532872509,-0.428545492380287,-2.33162261891079,-2.13612394230988,0.739722663793645,-1.80279733968837,-1.35154937132322,-1.36683711556291,0.0629717049377371,-1.04678955073176,-2.86546711807844,-2.80652848600567,-2.80652848600567,3.50344600277731,2.21756185196554
3.55,0.767900084500083,-1.4706111844105,-2.25802327892441,-2.74849446453892,-1.11101268801041,-2.35728724697394,-2.42829665408693,-0.747091138242369,-1.09588764200225,-2.13611448120718,-2.02033438656114,1.15488833317428,-0.754193123744181,-1.55382206795532,-1.56221334574665,1.67280943632581,-0.211955381571503,-0.311101457593554,-0.443517535087264,-0.443517535087264,0.37162159683045,1.03212895956498
2.1333333333,-0.770587254080135,-0.04694568876845,-0.132548660377617,-0.123147039860145,1.45594236720309,0.102233091860543,-0.0547447322225125,0.506230629116586,0.537449270334273,-0.328566579338966,-0.371980267088958,0.723209506464159,0.394553248830769,-0.201799533179493,-0.37509227764693,0.582510155268316,-1.03630508049538,-1.22803702812095,-1.07594058082253,-1.07594058082253,1.35552892391218,-0.33175176149629
2.4833333333,-0.961845983177892,0.294816194654965,0.112656513193016,0.443608175104697,0.158883070904161,0.232731680504497,0.549126952932267,-0.446682774833097,0.50618645455736,0.364961837591775,0.46115653500277,0.400269547816487,0.3078927535014,0.479163072836607,0.628087894135625,0.16108009044174,0.766869009906627,0.159823083264044,0.161862856291068,0.161862856291068,0.579431068793106,-0.997694449785254
3.3,-2.03521090661097,1.64535222145942,-0.755103699859356,-0.41897753607425,-1.21075774578124,-0.379349148019619,0.0439328221415147,-1.02883864319044,-0.111950658881464,0.418640332634398,0.521616265342611,0.206864188394959,0.256285047399263,0.226403885700703,0.241162229795667,0.466186651933922,-0.598391701804607,0.342012706453325,0.337023156317425,0.337023156317425,-1.24799244883227,-0.559571634409139
2.6,-1.49663575614593,0.604261545533621,-0.12406960379181,-0.0253134701860751,-0.137178714122241,0.480589348573313,0.646641831825044,-0.0810651055326791,0.458178254977653,0.983085808373697,1.06787085044181,-0.848548016754546,1.04928160781941,0.892018399328595,1.11514189484754,0.913994461631315,1.44672866108837,1.1506103376732,1.32607970373324,1.32607970373324,-0.300946951590009,-0.922765995264053
2.55,-0.770351699403581,1.03113493002209,0.587779082984284,1.02057281307226,0.55143056031775,1.62583167024418,1.83581686121269,0.196292671284236,1.65530166804799,2.00347398440416,2.11258146102306,-0.0456312753104581,1.87758902340485,2.20721406833538,2.36320182976585,0.422631393036505,2.09935279541258,0.520955977647865,0.701335761831532,0.701335761831532,-0.51047797449395,-1.26420252842857
2.75,-0.884396857998105,0.294592413998923,-0.844159875966008,-1.0050915099223,0.0622167243012572,-0.438639649202587,-0.486983843093741,-0.380117833545526,-0.108640051501375,-0.0720720854138222,0.0860607268268788,0.786540603771663,0.577808211959305,0.347436836961172,0.718619526245793,1.50156119434581,1.24086834218013,0.854479558078436,0.880686246571479,0.880686246571479,0.683047561242634,-0.5636903438687
2.9,-1.13466306549251,-0.113860043509567,0.505927035509015,0.54583505264012,0.207392895731388,0.799814892683343,1.0288131857548,-0.655161908989975,1.20877196153861,1.20276819911069,1.50596991336966,-0.100028573200391,1.82166932782498,1.79852139972162,2.00909972423553,0.564280042866451,2.000696805554,0.908886902109114,1.09774432488757,1.09774432488757,-0.802540715062858,-1.10250841723088
3.8166666667,-2.33605723758199,1.5728003805487,-1.58439097543499,-1.5712938377387,-1.21032292410268,-1.91254039465796,-1.45252361762108,-1.51002431939125,-0.386117912619934,-2.32437509950676,-2.07409067617198,2.10466824778944,-1.14378814011134,-0.224944049334164,-0.746443841474372,2.12174546770519,-0.228950110771678,-0.892933572992321,-0.519772067025645,-0.519772067025645,0.177444541166494,1.78785725080113
